epoch;cer;loss;masked_accuracy;val_cer;val_loss;val_masked_accuracy
0;0.16020585596561432;7.153121471405029;0.16833746433258057;0.16065296530723572;4.4579644203186035;0.38822048902511597
1;0.16020266711711884;3.128955364227295;0.5198028683662415;0.1606345921754837;1.2028907537460327;0.7680312991142273
2;0.16020222008228302;1.3060203790664673;0.7462455630302429;0.16062873601913452;0.5882816314697266;0.870017409324646
3;0.1602044701576233;0.8801444172859192;0.8148385882377625;0.16055074334144592;0.46612679958343506;0.8943278193473816
4;0.16020764410495758;0.7389342188835144;0.8399463891983032;0.16057342290878296;0.41483867168426514;0.9049771428108215
5;0.1602042317390442;0.6628931760787964;0.8539999127388;0.1606147587299347;0.388414591550827;0.9108312726020813
6;0.1602076292037964;0.6187381148338318;0.8622841238975525;0.16058650612831116;0.3686138391494751;0.9146633148193359
7;0.16020581126213074;0.5889378786087036;0.868027925491333;0.1606086939573288;0.3600786328315735;0.9165815114974976
8;0.16020424664020538;0.5674686431884766;0.872175931930542;0.16056212782859802;0.3495064675807953;0.9188486933708191
9;0.16020815074443817;0.5507751107215881;0.8753799796104431;0.1606406271457672;0.34425246715545654;0.9202176332473755
10;0.16020351648330688;0.5376484394073486;0.8779632449150085;0.16059844195842743;0.3364815413951874;0.9215950965881348
11;0.1602044701576233;0.5268418192863464;0.8800725936889648;0.16052047908306122;0.33420857787132263;0.9221922159194946
12;0.1602087914943695;0.5176335573196411;0.8819124102592468;0.16061115264892578;0.33095020055770874;0.923063337802887
13;0.16020359098911285;0.5102566480636597;0.883335530757904;0.1606212705373764;0.32871195673942566;0.9237011671066284
14;0.1602027863264084;0.5034680366516113;0.8847119212150574;0.16058249771595;0.32441774010658264;0.9244576096534729
15;0.16020603477954865;0.49785634875297546;0.8857897520065308;0.16055497527122498;0.3208194077014923;0.9252080917358398
16;0.160207137465477;0.4924173653125763;0.8868517875671387;0.1605640947818756;0.3201812207698822;0.9254249334335327
17;0.16020502150058746;0.48811227083206177;0.8876718282699585;0.16058212518692017;0.31837692856788635;0.9258292317390442
18;0.1602054089307785;0.4837944507598877;0.888536810874939;0.16059407591819763;0.31640222668647766;0.9262517094612122
19;0.16020819544792175;0.4797719120979309;0.8893687129020691;0.1605764478445053;0.31571754813194275;0.9264328479766846
