epoch;cer;loss;masked_accuracy;val_cer;val_loss;val_masked_accuracy
0;0.16024287045001984;7.12529993057251;0.17229808866977692;0.1602327972650528;4.418896198272705;0.39290475845336914
1;0.1602444350719452;3.036761999130249;0.5321314334869385;0.16019988059997559;1.1484225988388062;0.7782499194145203
2;0.16024409234523773;1.2678031921386719;0.7524358034133911;0.1602758914232254;0.5791150331497192;0.8719579577445984
3;0.1602434366941452;0.8447272777557373;0.8213066458702087;0.16021893918514252;0.44795292615890503;0.8982658386230469
4;0.16024339199066162;0.7045177221298218;0.8464841842651367;0.16025041043758392;0.39910662174224854;0.9085267782211304
5;0.160243958234787;0.6357452869415283;0.8591985702514648;0.16026094555854797;0.3723658621311188;0.9139418005943298
6;0.16024377942085266;0.5928183197975159;0.8673864006996155;0.16020187735557556;0.35441091656684875;0.917910099029541
7;0.16024430096149445;0.5637702345848083;0.8730145692825317;0.16016483306884766;0.3415517508983612;0.9205961227416992
8;0.16024595499038696;0.5420523285865784;0.8771206140518188;0.16030530631542206;0.3334715962409973;0.9224227666854858
9;0.16024304926395416;0.5254378914833069;0.8803594708442688;0.16019482910633087;0.32717540860176086;0.9238836169242859
10;0.1602422297000885;0.51210618019104;0.8830018043518066;0.16027943789958954;0.3211187422275543;0.9251850247383118
11;0.1602415293455124;0.5009084343910217;0.8851597309112549;0.16030281782150269;0.31569287180900574;0.9263905882835388
12;0.16024263203144073;0.49205419421195984;0.8870123624801636;0.16023162007331848;0.31060194969177246;0.9273780584335327
13;0.1602471023797989;0.4836365878582001;0.8887069821357727;0.16026049852371216;0.3075511157512665;0.9281587600708008
14;0.16024157404899597;0.4765872061252594;0.890089213848114;0.16022078692913055;0.30488163232803345;0.9288551211357117
15;0.1602427065372467;0.47044646739959717;0.8913165926933289;0.1602424830198288;0.30312103033065796;0.9291678667068481
16;0.1602456122636795;0.46495380997657776;0.8923898339271545;0.1602405607700348;0.3024982511997223;0.9293251037597656
17;0.1602441966533661;0.4598247706890106;0.8934184908866882;0.16026024520397186;0.2978278696537018;0.9303612112998962
18;0.1602441817522049;0.45585334300994873;0.8943271040916443;0.16027133166790009;0.29947298765182495;0.9302858114242554
